Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status,Tier,Priority
IntegrativeMedicine,Sarah,SarahIntegrativeMedicine,SA011,Certified TCM Practitioner™,tcm-practitioner,sa011-pro-advanced,sa011-pro-master,sa011-pro-practice,tcm_practitioner_purchased,sa011_pro_accelerator_purchased,tcm-practitioner-certification,sa011-pro-accelerator,tcm-practitioner-certification,checkout-tcm-practitioner,oto-sa011-pro-accelerator,thank-you-tcm-practitioner,97,397,GENERATE WEEK 2,EXPANSION,11
IntegrativeMedicine,Sarah,SarahIntegrativeMedicine,SA012,Certified Craniosacral Therapy Practitioner™,craniosacral-therapy-practitioner,sa012-pro-advanced,sa012-pro-master,sa012-pro-practice,craniosacral_therapy_practitioner_purchased,sa012_pro_accelerator_purchased,craniosacral-therapy-practitioner-certification,sa012-pro-accelerator,craniosacral-therapy-practitioner-certification,checkout-craniosacral-therapy-practitioner,oto-sa012-pro-accelerator,thank-you-craniosacral-therapy-practitioner,97,397,GENERATE WEEK 2,EXPANSION,12
NarcTrauma,Olivia,OliviaNarcTrauma,OL013,Certified Trauma Recovery Specialist™,trauma-recovery-specialist,ol013-pro-advanced,ol013-pro-master,ol013-pro-practice,trauma_recovery_specialist_purchased,ol013_pro_accelerator_purchased,trauma-recovery-specialist-certification,ol013-pro-accelerator,trauma-recovery-specialist-certification,checkout-trauma-recovery-specialist,oto-ol013-pro-accelerator,thank-you-trauma-recovery-specialist,97,397,GENERATE WEEK 2,EXPANSION,13
NarcTrauma,Olivia,OliviaNarcTrauma,OL014,Certified Somatic Trauma Release Specialist™,somatic-trauma-release-specialist,ol014-pro-advanced,ol014-pro-master,ol014-pro-practice,somatic_trauma_release_specialist_purchased,ol014_pro_accelerator_purchased,somatic-trauma-release-specialist-certification,ol014-pro-accelerator,somatic-trauma-release-specialist-certification,checkout-somatic-trauma-release-specialist,oto-ol014-pro-accelerator,thank-you-somatic-trauma-release-specialist,97,397,GENERATE WEEK 2,EXPANSION,14
NarcTrauma,Olivia,OliviaNarcTrauma,OL015,Certified Inner Child Healing Specialist™,inner-child-healing-specialist,ol015-pro-advanced,ol015-pro-master,ol015-pro-practice,inner_child_healing_specialist_purchased,ol015_pro_accelerator_purchased,inner-child-healing-specialist-certification,ol015-pro-accelerator,inner-child-healing-specialist-certification,checkout-inner-child-healing-specialist,oto-ol015-pro-accelerator,thank-you-inner-child-healing-specialist,97,397,GENERATE WEEK 2,EXPANSION,15
NarcTrauma,Olivia,OliviaNarcTrauma,OL016,Certified Codependency Recovery Specialist™,codependency-recovery-specialist,ol016-pro-advanced,ol016-pro-master,ol016-pro-practice,codependency_recovery_specialist_purchased,ol016_pro_accelerator_purchased,codependency-recovery-specialist-certification,ol016-pro-accelerator,codependency-recovery-specialist-certification,checkout-codependency-recovery-specialist,oto-ol016-pro-accelerator,thank-you-codependency-recovery-specialist,97,397,GENERATE WEEK 2,EXPANSION,16
Neurodiversity,Olivia,OliviaNeurodiversity,OL017,Certified ADHD Support Specialist™,adhd-support-specialist,ol017-pro-advanced,ol017-pro-master,ol017-pro-practice,adhd_support_specialist_purchased,ol017_pro_accelerator_purchased,adhd-support-specialist-certification,ol017-pro-accelerator,adhd-support-specialist-certification,checkout-adhd-support-specialist,oto-ol017-pro-accelerator,thank-you-adhd-support-specialist,97,397,GENERATE WEEK 2,EXPANSION,17
Neurodiversity,Olivia,OliviaNeurodiversity,OL018,Certified Polyvagal Theory Specialist™,polyvagal-theory-specialist,ol018-pro-advanced,ol018-pro-master,ol018-pro-practice,polyvagal_theory_specialist_purchased,ol018_pro_accelerator_purchased,polyvagal-theory-specialist-certification,ol018-pro-accelerator,polyvagal-theory-specialist-certification,checkout-polyvagal-theory-specialist,oto-ol018-pro-accelerator,thank-you-polyvagal-theory-specialist,97,397,GENERATE WEEK 2,EXPANSION,18
Neurodiversity,Olivia,OliviaNeurodiversity,OL019,Certified Nervous System Regulation Specialist™,nervous-system-regulation-specialist,ol019-pro-advanced,ol019-pro-master,ol019-pro-practice,nervous_system_regulation_specialist_purchased,ol019_pro_accelerator_purchased,nervous-system-regulation-specialist-certification,ol019-pro-accelerator,nervous-system-regulation-specialist-certification,checkout-nervous-system-regulation-specialist,oto-ol019-pro-accelerator,thank-you-nervous-system-regulation-specialist,97,397,GENERATE WEEK 2,EXPANSION,19
Neurodiversity,Olivia,OliviaNeurodiversity,OL020,Certified Burnout Recovery Specialist™,burnout-recovery-specialist,ol020-pro-advanced,ol020-pro-master,ol020-pro-practice,burnout_recovery_specialist_purchased,ol020_pro_accelerator_purchased,burnout-recovery-specialist-certification,ol020-pro-accelerator,burnout-recovery-specialist-certification,checkout-burnout-recovery-specialist,oto-ol020-pro-accelerator,thank-you-burnout-recovery-specialist,97,397,GENERATE WEEK 2,EXPANSION,20
GriefEndoflife,Olivia,OliviaGriefEndoflife,OL021,Certified Death Doula Specialist™,death-doula-specialist,ol021-pro-advanced,ol021-pro-master,ol021-pro-practice,death_doula_specialist_purchased,ol021_pro_accelerator_purchased,death-doula-specialist-certification,ol021-pro-accelerator,death-doula-specialist-certification,checkout-death-doula-specialist,oto-ol021-pro-accelerator,thank-you-death-doula-specialist,97,397,GENERATE WEEK 2,EXPANSION,21
GriefEndoflife,Olivia,OliviaGriefEndoflife,OL022,Certified Pet Grief & Loss Specialist™,pet-grief-and-loss-specialist,ol022-pro-advanced,ol022-pro-master,ol022-pro-practice,pet_grief_and_loss_specialist_purchased,ol022_pro_accelerator_purchased,pet-grief-and-loss-specialist-certification,ol022-pro-accelerator,pet-grief-and-loss-specialist-certification,checkout-pet-grief-and-loss-specialist,oto-ol022-pro-accelerator,thank-you-pet-grief-and-loss-specialist,97,397,GENERATE WEEK 2,EXPANSION,22
GriefEndoflife,Olivia,OliviaGriefEndoflife,OL023,Certified Caregiver Support Specialist™,caregiver-support-specialist,ol023-pro-advanced,ol023-pro-master,ol023-pro-practice,caregiver_support_specialist_purchased,ol023_pro_accelerator_purchased,caregiver-support-specialist-certification,ol023-pro-accelerator,caregiver-support-specialist-certification,checkout-caregiver-support-specialist,oto-ol023-pro-accelerator,thank-you-caregiver-support-specialist,97,397,GENERATE WEEK 2,EXPANSION,23
GriefEndoflife,Olivia,OliviaGriefEndoflife,OL024,Certified End-of-Life Doula™,end-of-life-doula,ol024-pro-advanced,ol024-pro-master,ol024-pro-practice,end_of_life_doula_purchased,ol024_pro_accelerator_purchased,end-of-life-doula-certification,ol024-pro-accelerator,end-of-life-doula-certification,checkout-end-of-life-doula,oto-ol024-pro-accelerator,thank-you-end-of-life-doula,97,397,GENERATE WEEK 2,EXPANSION,24
Esoteric,Luna,LunaEsoteric,LU017,Certified Akashic Records Practitioner™,akashic-records-practitioner,lu017-pro-advanced,lu017-pro-master,lu017-pro-practice,akashic_records_practitioner_purchased,lu017_pro_accelerator_purchased,akashic-records-practitioner-certification,lu017-pro-accelerator,akashic-records-practitioner-certification,checkout-akashic-records-practitioner,oto-lu017-pro-accelerator,thank-you-akashic-records-practitioner,97,397,PRIORITY 1,FLAGSHIP,17
Esoteric,Luna,LunaEsoteric,LU061,Certified Past Life Regression Therapist™,past-life-regression-therapist,lu061-pro-advanced,lu061-pro-master,lu061-pro-practice,past_life_regression_therapist_purchased,lu061_pro_accelerator_purchased,past-life-regression-therapist-certification,lu061-pro-accelerator,past-life-regression-therapist-certification,checkout-past-life-regression-therapist,oto-lu061-pro-accelerator,thank-you-past-life-regression-therapist,97,397,GENERATE WEEK 2,EXPANSION,61
Esoteric,Luna,LunaEsoteric,LU063,Certified Human Design Specialist™,human-design-specialist,lu063-pro-advanced,lu063-pro-master,lu063-pro-practice,human_design_specialist_purchased,lu063_pro_accelerator_purchased,human-design-specialist-certification,lu063-pro-accelerator,human-design-specialist-certification,checkout-human-design-specialist,oto-lu063-pro-accelerator,thank-you-human-design-specialist,97,397,GENERATE WEEK 2,EXPANSION,63
Esoteric,Luna,LunaEsoteric,LU064,Certified Tarot & Oracle Reader™,tarot-and-oracle-reader,lu064-pro-advanced,lu064-pro-master,lu064-pro-practice,tarot_and_oracle_reader_purchased,lu064_pro_accelerator_purchased,tarot-and-oracle-reader-certification,lu064-pro-accelerator,tarot-and-oracle-reader-certification,checkout-tarot-and-oracle-reader,oto-lu064-pro-accelerator,thank-you-tarot-and-oracle-reader,97,397,GENERATE WEEK 2,EXPANSION,64
SpiritualEnergy,Luna,LunaEnergyHealing,LU057,Certified Reiki Master Practitioner™,reiki-master-practitioner,lu057-pro-advanced,lu057-pro-master,lu057-pro-practice,reiki_master_practitioner_purchased,lu057_pro_accelerator_purchased,reiki-master-practitioner-certification,lu057-pro-accelerator,reiki-master-practitioner-certification,checkout-reiki-master-practitioner,oto-lu057-pro-accelerator,thank-you-reiki-master-practitioner,97,397,GENERATE WEEK 2,EXPANSION,57
SpiritualEnergy,Luna,LunaEnergyHealing,LU058,Certified Sound Healing Practitioner™,sound-healing-practitioner,lu058-pro-advanced,lu058-pro-master,lu058-pro-practice,sound_healing_practitioner_purchased,lu058_pro_accelerator_purchased,sound-healing-practitioner-certification,lu058-pro-accelerator,sound-healing-practitioner-certification,checkout-sound-healing-practitioner,oto-lu058-pro-accelerator,thank-you-sound-healing-practitioner,97,397,GENERATE WEEK 2,EXPANSION,58
SpiritualEnergy,Luna,LunaEnergyHealing,LU059,Certified Crystal Healing Practitioner™,crystal-healing-practitioner,lu059-pro-advanced,lu059-pro-master,lu059-pro-practice,crystal_healing_practitioner_purchased,lu059_pro_accelerator_purchased,crystal-healing-practitioner-certification,lu059-pro-accelerator,crystal-healing-practitioner-certification,checkout-crystal-healing-practitioner,oto-lu059-pro-accelerator,thank-you-crystal-healing-practitioner,97,397,GENERATE WEEK 2,EXPANSION,59
SpiritualEnergy,Luna,LunaEnergyHealing,LU060,Certified Chakra Healing Practitioner™,chakra-healing-practitioner,lu060-pro-advanced,lu060-pro-master,lu060-pro-practice,chakra_healing_practitioner_purchased,lu060_pro_accelerator_purchased,chakra-healing-practitioner-certification,lu060-pro-accelerator,chakra-healing-practitioner-certification,checkout-chakra-healing-practitioner,oto-lu060-pro-accelerator,thank-you-chakra-healing-practitioner,97,397,GENERATE WEEK 2,EXPANSION,60
SexIntimacy,Luna,LunaSexIntimacy,LU029,Certified Tantra Practitioner™,tantra-practitioner,lu029-pro-advanced,lu029-pro-master,lu029-pro-practice,tantra_practitioner_purchased,lu029_pro_accelerator_purchased,tantra-practitioner-certification,lu029-pro-accelerator,tantra-practitioner-certification,checkout-tantra-practitioner,oto-lu029-pro-accelerator,thank-you-tantra-practitioner,97,397,GENERATE WEEK 2,EXPANSION,29
SexIntimacy,Luna,LunaSexIntimacy,LU030,Certified Couples Intimacy Practitioner™,couples-intimacy-practitioner,lu030-pro-advanced,lu030-pro-master,lu030-pro-practice,couples_intimacy_practitioner_purchased,lu030_pro_accelerator_purchased,couples-intimacy-practitioner-certification,lu030-pro-accelerator,couples-intimacy-practitioner-certification,checkout-couples-intimacy-practitioner,oto-lu030-pro-accelerator,thank-you-couples-intimacy-practitioner,97,397,GENERATE WEEK 2,EXPANSION,30
SexIntimacy,Luna,LunaSexIntimacy,LU031,Certified Sexual Wellness Practitioner™,sexual-wellness-practitioner,lu031-pro-advanced,lu031-pro-master,lu031-pro-practice,sexual_wellness_practitioner_purchased,lu031_pro_accelerator_purchased,sexual-wellness-practitioner-certification,lu031-pro-accelerator,sexual-wellness-practitioner-certification,checkout-sexual-wellness-practitioner,oto-lu031-pro-accelerator,thank-you-sexual-wellness-practitioner,97,397,GENERATE WEEK 2,EXPANSION,31
SexIntimacy,Luna,LunaSexIntimacy,LU032,Certified Libido Practitioner™,libido-practitioner,lu032-pro-advanced,lu032-pro-master,lu032-pro-practice,libido_practitioner_purchased,lu032_pro_accelerator_purchased,libido-practitioner-certification,lu032-pro-accelerator,libido-practitioner-certification,checkout-libido-practitioner,oto-lu032-pro-accelerator,thank-you-libido-practitioner,97,397,GENERATE WEEK 2,EXPANSION,32
Mindfulness,Maya,MayaMindfulness,MA033,Certified Meditation & Mindfulness Therapist™,meditation-and-mindfulness-therapist,ma033-pro-advanced,ma033-pro-master,ma033-pro-practice,meditation_and_mindfulness_therapist_purchased,ma033_pro_accelerator_purchased,meditation-and-mindfulness-therapist-certification,ma033-pro-accelerator,meditation-and-mindfulness-therapist-certification,checkout-meditation-and-mindfulness-therapist,oto-ma033-pro-accelerator,thank-you-meditation-and-mindfulness-therapist,97,397,GENERATE WEEK 2,EXPANSION,33
Mindfulness,Maya,MayaMindfulness,MA034,Certified Play Therapy Coach™,play-therapy-coach,ma034-pro-advanced,ma034-pro-master,ma034-pro-practice,play_therapy_coach_purchased,ma034_pro_accelerator_purchased,play-therapy-coach-certification,ma034-pro-accelerator,play-therapy-coach-certification,checkout-play-therapy-coach,oto-ma034-pro-accelerator,thank-you-play-therapy-coach,97,397,GENERATE WEEK 2,EXPANSION,34
Mindfulness,Maya,MayaMindfulness,MA035,Certified Art Therapy Facilitator™,art-therapy-facilitator,ma035-pro-advanced,ma035-pro-master,ma035-pro-practice,art_therapy_facilitator_purchased,ma035_pro_accelerator_purchased,art-therapy-facilitator-certification,ma035-pro-accelerator,art-therapy-facilitator-certification,checkout-art-therapy-facilitator,oto-ma035-pro-accelerator,thank-you-art-therapy-facilitator,97,397,GENERATE WEEK 2,EXPANSION,35
Mindfulness,Maya,MayaMindfulness,MA036,Certified Sound Bath Facilitator™,sound-bath-facilitator,ma036-pro-advanced,ma036-pro-master,ma036-pro-practice,sound_bath_facilitator_purchased,ma036_pro_accelerator_purchased,sound-bath-facilitator-certification,ma036-pro-accelerator,sound-bath-facilitator-certification,checkout-sound-bath-facilitator,oto-ma036-pro-accelerator,thank-you-sound-bath-facilitator,97,397,GENERATE WEEK 2,EXPANSION,36
TherapyModalities,Maya,MayaTherapyModalities,MA037,Certified Family Constellations Therapist™,family-constellations-therapist,ma037-pro-advanced,ma037-pro-master,ma037-pro-practice,family_constellations_therapist_purchased,ma037_pro_accelerator_purchased,family-constellations-therapist-certification,ma037-pro-accelerator,family-constellations-therapist-certification,checkout-family-constellations-therapist,oto-ma037-pro-accelerator,thank-you-family-constellations-therapist,97,397,GENERATE WEEK 2,EXPANSION,37
TherapyModalities,Maya,MayaTherapyModalities,MA038,Certified Somatic Therapy Practitioner™,somatic-therapy-practitioner,ma038-pro-advanced,ma038-pro-master,ma038-pro-practice,somatic_therapy_practitioner_purchased,ma038_pro_accelerator_purchased,somatic-therapy-practitioner-certification,ma038-pro-accelerator,somatic-therapy-practitioner-certification,checkout-somatic-therapy-practitioner,oto-ma038-pro-accelerator,thank-you-somatic-therapy-practitioner,97,397,GENERATE WEEK 2,EXPANSION,38
TherapyModalities,Maya,MayaTherapyModalities,MA039,Certified NLP Practitioner™,nlp-practitioner,ma039-pro-advanced,ma039-pro-master,ma039-pro-practice,nlp_practitioner_purchased,ma039_pro_accelerator_purchased,nlp-practitioner-certification,ma039-pro-accelerator,nlp-practitioner-certification,checkout-nlp-practitioner,oto-ma039-pro-accelerator,thank-you-nlp-practitioner,97,397,GENERATE WEEK 2,EXPANSION,39
TherapyModalities,Maya,MayaTherapyModalities,MA040,Certified Hypnotherapy Practitioner™,hypnotherapy-practitioner,ma040-pro-advanced,ma040-pro-master,ma040-pro-practice,hypnotherapy_practitioner_purchased,ma040_pro_accelerator_purchased,hypnotherapy-practitioner-certification,ma040-pro-accelerator,hypnotherapy-practitioner-certification,checkout-hypnotherapy-practitioner,oto-ma040-pro-accelerator,thank-you-hypnotherapy-practitioner,97,397,GENERATE WEEK 2,EXPANSION,40
Parenting,Emma,EmmaParenting,EM041,Certified Positive Parenting Coach™,positive-parenting-coach,em041-pro-advanced,em041-pro-master,em041-pro-practice,positive_parenting_coach_purchased,em041_pro_accelerator_purchased,positive-parenting-coach-certification,em041-pro-accelerator,positive-parenting-coach-certification,checkout-positive-parenting-coach,oto-em041-pro-accelerator,thank-you-positive-parenting-coach,97,397,GENERATE WEEK 2,EXPANSION,41
Parenting,Emma,EmmaParenting,EM042,Certified Child Sleep Coach™,child-sleep-coach,em042-pro-advanced,em042-pro-master,em042-pro-practice,child_sleep_coach_purchased,em042_pro_accelerator_purchased,child-sleep-coach-certification,em042-pro-accelerator,child-sleep-coach-certification,checkout-child-sleep-coach,oto-em042-pro-accelerator,thank-you-child-sleep-coach,97,397,GENERATE WEEK 2,EXPANSION,42
Parenting,Emma,EmmaParenting,EM043,Certified Play Therapy Coach™,play-therapy-coach,em043-pro-advanced,em043-pro-master,em043-pro-practice,play_therapy_coach_purchased,em043_pro_accelerator_purchased,play-therapy-coach-certification,em043-pro-accelerator,play-therapy-coach-certification,checkout-play-therapy-coach,oto-em043-pro-accelerator,thank-you-play-therapy-coach,97,397,GENERATE WEEK 2,EXPANSION,43
Parenting,Emma,EmmaParenting,EM044,Certified Special Needs Parenting Coach™,special-needs-parenting-coach,em044-pro-advanced,em044-pro-master,em044-pro-practice,special_needs_parenting_coach_purchased,em044_pro_accelerator_purchased,special-needs-parenting-coach-certification,em044-pro-accelerator,special-needs-parenting-coach-certification,checkout-special-needs-parenting-coach,oto-em044-pro-accelerator,thank-you-special-needs-parenting-coach,97,397,GENERATE WEEK 2,EXPANSION,44
FertilityBirth,Emma,EmmaFertilityBirth,EM045,Certified Fertility Coach™,fertility-coach,em045-pro-advanced,em045-pro-master,em045-pro-practice,fertility_coach_purchased,em045_pro_accelerator_purchased,fertility-coach-certification,em045-pro-accelerator,fertility-coach-certification,checkout-fertility-coach,oto-em045-pro-accelerator,thank-you-fertility-coach,97,397,GENERATE WEEK 2,EXPANSION,45
FertilityBirth,Emma,EmmaFertilityBirth,EM046,Certified Postpartum Recovery Coach™,postpartum-recovery-coach,em046-pro-advanced,em046-pro-master,em046-pro-practice,postpartum_recovery_coach_purchased,em046_pro_accelerator_purchased,postpartum-recovery-coach-certification,em046-pro-accelerator,postpartum-recovery-coach-certification,checkout-postpartum-recovery-coach,oto-em046-pro-accelerator,thank-you-postpartum-recovery-coach,97,397,GENERATE WEEK 2,EXPANSION,46
FertilityBirth,Emma,EmmaFertilityBirth,EM047,Certified Breastfeeding Support Coach™,breastfeeding-support-coach,em047-pro-advanced,em047-pro-master,em047-pro-practice,breastfeeding_support_coach_purchased,em047_pro_accelerator_purchased,breastfeeding-support-coach-certification,em047-pro-accelerator,breastfeeding-support-coach-certification,checkout-breastfeeding-support-coach,oto-em047-pro-accelerator,thank-you-breastfeeding-support-coach,97,397,GENERATE WEEK 2,EXPANSION,47
FertilityBirth,Emma,EmmaFertilityBirth,EM048,Certified Prenatal Wellness Coach™,prenatal-wellness-coach,em048-pro-advanced,em048-pro-master,em048-pro-practice,prenatal_wellness_coach_purchased,em048_pro_accelerator_purchased,prenatal-wellness-coach-certification,em048-pro-accelerator,prenatal-wellness-coach-certification,checkout-prenatal-wellness-coach,oto-em048-pro-accelerator,thank-you-prenatal-wellness-coach,97,397,GENERATE WEEK 2,EXPANSION,48
PetWellness,Bella,BellaPetWellness,BE049,Certified Dog Nutrition Specialist™,dog-nutrition-specialist,be049-pro-advanced,be049-pro-master,be049-pro-practice,dog_nutrition_specialist_purchased,be049_pro_accelerator_purchased,dog-nutrition-specialist-certification,be049-pro-accelerator,dog-nutrition-specialist-certification,checkout-dog-nutrition-specialist,oto-be049-pro-accelerator,thank-you-dog-nutrition-specialist,97,397,GENERATE WEEK 2,EXPANSION,49
PetWellness,Bella,BellaPetWellness,BE050,Certified Equine Therapy Specialist™,equine-therapy-specialist,be050-pro-advanced,be050-pro-master,be050-pro-practice,equine_therapy_specialist_purchased,be050_pro_accelerator_purchased,equine-therapy-specialist-certification,be050-pro-accelerator,equine-therapy-specialist-certification,checkout-equine-therapy-specialist,oto-be050-pro-accelerator,thank-you-equine-therapy-specialist,97,397,GENERATE WEEK 2,EXPANSION,50
PetWellness,Bella,BellaPetWellness,BE051,Certified Animal-Assisted Therapy Coach™,animal-assisted-therapy-coach,be051-pro-advanced,be051-pro-master,be051-pro-practice,animal_assisted_therapy_coach_purchased,be051_pro_accelerator_purchased,animal-assisted-therapy-coach-certification,be051-pro-accelerator,animal-assisted-therapy-coach-certification,checkout-animal-assisted-therapy-coach,oto-be051-pro-accelerator,thank-you-animal-assisted-therapy-coach,97,397,GENERATE WEEK 2,EXPANSION,51
PetWellness,Bella,BellaPetWellness,BE052,Certified Cat Wellness Specialist™,cat-wellness-specialist,be052-pro-advanced,be052-pro-master,be052-pro-practice,cat_wellness_specialist_purchased,be052_pro_accelerator_purchased,cat-wellness-specialist-certification,be052-pro-accelerator,cat-wellness-specialist-certification,checkout-cat-wellness-specialist,oto-be052-pro-accelerator,thank-you-cat-wellness-specialist,97,397,GENERATE WEEK 2,EXPANSION,52
Herbalism,Sage,SageHerbalism,SA053,Certified Aromatherapy Specialist™,aromatherapy-specialist,sa053-pro-advanced,sa053-pro-master,sa053-pro-practice,aromatherapy_specialist_purchased,sa053_pro_accelerator_purchased,aromatherapy-specialist-certification,sa053-pro-accelerator,aromatherapy-specialist-certification,checkout-aromatherapy-specialist,oto-sa053-pro-accelerator,thank-you-aromatherapy-specialist,97,397,GENERATE WEEK 2,EXPANSION,53
Herbalism,Sage,SageHerbalism,SA054,Certified Medicinal Mushroom Specialist™,medicinal-mushroom-specialist,sa054-pro-advanced,sa054-pro-master,sa054-pro-practice,medicinal_mushroom_specialist_purchased,sa054_pro_accelerator_purchased,medicinal-mushroom-specialist-certification,sa054-pro-accelerator,medicinal-mushroom-specialist-certification,checkout-medicinal-mushroom-specialist,oto-sa054-pro-accelerator,thank-you-medicinal-mushroom-specialist,97,397,GENERATE WEEK 2,EXPANSION,54
Herbalism,Sage,SageHerbalism,SA055,Certified Forest Therapy Coach™,forest-therapy-coach,sa055-pro-advanced,sa055-pro-master,sa055-pro-practice,forest_therapy_coach_purchased,sa055_pro_accelerator_purchased,forest-therapy-coach-certification,sa055-pro-accelerator,forest-therapy-coach-certification,checkout-forest-therapy-coach,oto-sa055-pro-accelerator,thank-you-forest-therapy-coach,97,397,GENERATE WEEK 2,EXPANSION,55
